source_label,query_used,fdcId,description,dataType,calories,protein,fat,carbohydrates,normalized_description
hot_dog,hot dog,2089505,HOT DOG,Branded,211.0,19.3,14.0,1.75,hot dog
hot_dog,hot dog,2707470,"Hot dog, vegetarian",Survey (FNDDS),233.0,19.61,13.73,7.7,hot dog vegetarian
hot_dog,hot dog,2706167,"Hot dog, beef",Survey (FNDDS),310.0,11.7,28.0,2.89,hot dog beef
hot_dog,hot dog,2706166,"Hot dog, NFS",Survey (FNDDS),310.0,11.7,28.0,2.89,hot dog nfs
hot_dog,hot dog,2706170,"Hot dog, turkey",Survey (FNDDS),223.0,12.23,17.29,3.81,hot dog turkey
hot_dog,hot dog,2706409,"Chili hot dog, no bun",Survey (FNDDS),202.0,10.01,14.98,7.09,chili hot dog no bun
hot_dog,hot dog,2706757,Frankfurters or hot dogs and sauerkraut,Survey (FNDDS),198.0,7.56,17.31,3.42,frankfurters or hot dogs and sauerkraut
hot_dog,hot dog,2706168,"Hot dog, meat and poultry",Survey (FNDDS),277.0,9.72,24.18,5.02,hot dog meat and poultry
hot_dog,hot dog,2706169,"Hot dog, reduced fat",Survey (FNDDS),216.0,13.75,15.66,5.1,hot dog reduced fat
hot_dog,hot dog,168560,"Pickle relish, hot dog",SR Legacy,91.0,1.5,0.46,23.4,pickle relish hot dog
hot_dog,hot dog,2707077,"Hot dog sandwich, vegetarian, on bread",Survey (FNDDS),243.0,16.56,10.69,20.15,hot dog sandwich vegetarian on bread
hot_dog,hot dog,2707076,"Hot dog sandwich, vegetarian, on bun",Survey (FNDDS),251.0,15.76,9.89,24.3,hot dog sandwich vegetarian on bun
hot_dog,hot dog,2707783,"Roll, multigrain, hot dog bun",Survey (FNDDS),263.0,9.6,6.0,44.6,roll multigrain hot dog bun
hot_dog,hot dog,2707656,"Roll, white, hot dog bun",Survey (FNDDS),267.0,9.43,3.59,49.2,roll white hot dog bun
hot_dog,hot dog,2706410,Frankfurters or hot dogs with tomato-based sauce,Survey (FNDDS),223.0,8.52,19.61,3.6,frankfurters or hot dogs with tomato based sauce
huevos_rancheros,huevos rancheros,2707191,Huevos rancheros,Survey (FNDDS),121.0,6.68,6.65,8.85,huevos rancheros
huevos_rancheros,huevos rancheros,1900339,HUEVOS RANCHEROS,Branded,477.0,36.4,25.0,25.0,huevos rancheros
huevos_rancheros,huevos rancheros,2470438,"HUEVOS RANCHEROS POCKETS, HUEVOS RANCHEROS",Branded,205.0,7.14,7.14,29.5,huevos rancheros pockets huevos rancheros
huevos_rancheros,huevos rancheros,1936849,"HUEVOS RANCHEROS BREAKFAST BOWL, HUEVOS RANCHEROS",Branded,105.0,6.14,1.97,16.2,huevos rancheros breakfast bowl huevos rancheros
huevos_rancheros,huevos rancheros,1682240,"MILD HUEVOS RANCHEROS OMELET BOWL, MILD, HUEVOS RANCHEROS",Branded,136.0,8.08,5.56,13.6,mild huevos rancheros omelet bowl mild huevos rancheros
huevos_rancheros,huevos rancheros,2599109,HUEVOS RANCHERO BREAKFAST BOWL,Branded,105.0,6.14,1.97,16.2,huevos ranchero breakfast bowl
huevos_rancheros,huevos rancheros,2434673,HUEVOS RANCHEROS BREAKFAST ENCHILADAS,Branded,137.0,5.39,4.98,17.8,huevos rancheros breakfast enchiladas
huevos_rancheros,huevos rancheros,2473038,"ORGANIC HUEVOS RANCHEROS WITH BEANS, RED SAUCE, TORTILLA CHIPS & CHEDDAR CHEESE SCRAMBLE BOWL, HUEVOS RANCHEROS",Branded,182.0,8.59,7.07,22.7,organic huevos rancheros with beans red sauce tortilla chips cheddar cheese scramble bowl huevos rancheros
huevos_rancheros,huevos rancheros,2480986,"HUEVOS RANCHEROS EGG SCRAMBLE BOWL WITH SALSA, TORTILLA STRIPS, AND PEPPER JACK CHEESE, HUEVOS RANCHEROS EGG SCRAMBLE",Branded,167.0,8.08,8.08,15.2,huevos rancheros egg scramble bowl with salsa tortilla strips and pepper jack cheese huevos rancheros egg scramble
huevos_rancheros,huevos rancheros,2554832,"HUEVOS RANCHEROS WITH SCRAMBLED EGGS, CHORIZO SAUSAGE CRUMBLE, PEPPER JACK CHEESE AND ROASTED VEGETABLES BURRITO, HUEVOS RANCHEROS",Branded,184.0,8.65,7.14,21.8,huevos rancheros with scrambled eggs chorizo sausage crumble pepper jack cheese and roasted vegetables burrito huevos rancheros
huevos_rancheros,huevos rancheros,758024,Kellogg's Licensed Frozen Meals Huevos Rancheros 8oz,Branded,136.0,6.4,6.1,14.2,kellogg s licensed frozen meals huevos rancheros oz
huevos_rancheros,huevos rancheros,2604824,"TATTOOED CHEF HUEVOS RANCHEROS BOWL, 7 OZ",Branded,106.0,7.07,4.55,10.1,tattooed chef huevos rancheros bowl oz
huevos_rancheros,huevos rancheros,2487406,"HUEVOS RANCHEROS CAGE FREE SCRAMBLED EGGS & BLACK BEANS LAYERED IN WITH A CORN TORTILLA, RANCHERO SAUCE, SALSA VERDE, AND TOPPED WITH COTIJA CHEESE BOWL, HUEVOS RANCHEROS",Branded,109.0,7.04,4.58,10.2,huevos rancheros cage free scrambled eggs black beans layered in with a corn tortilla ranchero sauce salsa verde and topped with cotija cheese bowl huevos rancheros
huevos_rancheros,huevos rancheros,2487569,"HUEVOS RANCHEROS CAGE FREE SCRAMBLED EGGS & BLACK BEANS LAYERED IN WITH A CORN TORTILLA, RANCHERO SAUCE, SALSA VERDE, AND TOPPED WITH COTIJA CHEESE BOWL, HUEVOS RANCHEROS",Branded,106.0,7.07,4.55,10.1,huevos rancheros cage free scrambled eggs black beans layered in with a corn tortilla ranchero sauce salsa verde and topped with cotija cheese bowl huevos rancheros
huevos_rancheros,huevos rancheros,1682100,"MILD HUEVOS RANCHEROS CAGE-FREE EGGS & CORN TORTILLAS WITH JALAPENO-CILANTRO SALSA, ROASTED PEPPERS COTIJA CHEESE & BLACK BEANS OMELET BOWL, MILD HUEVOS RANCHEROS",Branded,136.0,8.08,5.56,13.6,mild huevos rancheros cage free eggs corn tortillas with jalapeno cilantro salsa roasted peppers cotija cheese black beans omelet bowl mild huevos rancheros
hummus,hummus,2422987,HUMMUS,Branded,250.0,10.7,12.5,25.0,hummus
hummus,hummus,1886359,HUMMUS,Branded,321.0,7.14,28.6,21.4,hummus
hummus,hummus,1916852,HUMMUS,Branded,214.0,7.14,14.3,17.9,hummus
hummus,hummus,1862875,HUMMUS,Branded,200.0,6.67,16.7,10.0,hummus
hummus,hummus,1912598,HUMMUS,Branded,192.0,3.85,13.5,11.5,hummus
hummus,hummus,2396908,HUMMUS,Branded,228.0,8.77,14.0,19.3,hummus
hummus,hummus,2028653,HUMMUS,Branded,180.0,8.0,8.0,22.0,hummus
hummus,hummus,453949,HUMMUS,Branded,125.0,3.57,10.7,7.14,hummus
hummus,hummus,1887174,HUMMUS,Branded,214.0,10.7,8.93,28.6,hummus
hummus,hummus,2290218,HUMMUS,Branded,,,,,hummus
hummus,hummus,1914480,HUMMUS,Branded,214.0,3.57,14.3,17.9,hummus
hummus,hummus,2058464,HUMMUS,Branded,179.0,7.14,10.7,17.9,hummus
hummus,hummus,2396896,HUMMUS,Branded,233.0,10.0,13.3,20.0,hummus
hummus,hummus,2340050,HUMMUS,Branded,233.0,10.0,13.3,20.0,hummus
hummus,hummus,359105,HUMMUS,Branded,96.0,3.57,7.14,7.14,hummus
ice_cream,ice cream,2100807,ICE CREAM,Branded,200.0,3.08,10.8,24.6,ice cream
ice_cream,ice cream,2060018,ICE CREAM,Branded,205.0,2.27,10.2,25.0,ice cream
ice_cream,ice cream,2111933,ICE CREAM,Branded,248.0,2.65,15.0,26.6,ice cream
ice_cream,ice cream,449781,ICE CREAM,Branded,224.0,2.99,10.4,25.4,ice cream
ice_cream,ice cream,449857,ICE CREAM,Branded,194.0,2.99,10.4,23.9,ice cream
ice_cream,ice cream,2078494,ICE CREAM,Branded,246.0,3.08,15.4,23.1,ice cream
ice_cream,ice cream,2073764,ICE CREAM,Branded,209.0,2.99,11.9,22.4,ice cream
ice_cream,ice cream,2099906,ICE CREAM,Branded,239.0,4.48,13.4,26.9,ice cream
ice_cream,ice cream,2095330,ICE CREAM,Branded,221.0,3.54,13.3,22.1,ice cream
ice_cream,ice cream,2470356,ICE CREAM,Branded,235.0,2.94,13.7,28.4,ice cream
ice_cream,ice cream,2075558,ICE CREAM,Branded,247.0,2.6,14.3,29.9,ice cream
ice_cream,ice cream,2121094,ICE CREAM,Branded,233.0,3.49,11.6,29.1,ice cream
ice_cream,ice cream,2664681,ICE CREAM,Branded,224.0,4.08,13.3,22.4,ice cream
ice_cream,ice cream,356471,ICE CREAM,Branded,234.0,3.9,11.7,20.8,ice cream
ice_cream,ice cream,358719,ICE CREAM,Branded,221.0,3.9,11.7,20.8,ice cream
lasagna,lasagna,2586090,LASAGNA,Branded,101.0,5.53,4.15,10.1,lasagna
lasagna,lasagna,2009302,LASAGNA,Branded,171.0,8.24,7.94,17.1,lasagna
lasagna,lasagna,2284608,LASAGNA,Branded,357.0,12.5,1.79,73.2,lasagna
lasagna,lasagna,2659717,LASAGNA,Branded,101.0,5.29,3.96,10.1,lasagna
lasagna,lasagna,2118417,LASAGNA,Branded,165.0,8.24,7.06,11.2,lasagna
lasagna,lasagna,2187417,LASAGNA,Branded,88.0,5.56,4.8,5.81,lasagna
lasagna,lasagna,356499,LASAGNA,Branded,375.0,12.5,1.79,73.2,lasagna
lasagna,lasagna,1918823,LASAGNA,Branded,310.0,11.9,2.38,57.1,lasagna
lasagna,lasagna,2118406,LASAGNA,Branded,158.0,8.1,6.34,11.6,lasagna
lasagna,lasagna,2708750,Lasagna with meat,Survey (FNDDS),139.0,7.45,4.97,16.17,lasagna with meat
lasagna,lasagna,2708758,"Lasagna, meatless",Survey (FNDDS),130.0,6.54,5.33,13.84,lasagna meatless
lasagna,lasagna,2708751,"Lasagna with meat, canned",Survey (FNDDS),97.0,3.24,3.41,13.26,lasagna with meat canned
lasagna,lasagna,2708756,Lasagna with chicken or turkey,Survey (FNDDS),205.0,13.74,10.37,14.01,lasagna with chicken or turkey
lasagna,lasagna,2708755,Lasagna with meat and spinach,Survey (FNDDS),207.0,13.33,10.79,13.76,lasagna with meat and spinach
lasagna,lasagna,2708754,"Lasagna with meat, frozen",Survey (FNDDS),124.0,6.63,4.42,14.39,lasagna with meat frozen
lasagna,lasagna with meat,2708750,Lasagna with meat,Survey (FNDDS),139.0,7.45,4.97,16.17,lasagna with meat
lasagna,lasagna with meat,2708751,"Lasagna with meat, canned",Survey (FNDDS),97.0,3.24,3.41,13.26,lasagna with meat canned
lasagna,lasagna with meat,2708755,Lasagna with meat and spinach,Survey (FNDDS),207.0,13.33,10.79,13.76,lasagna with meat and spinach
lasagna,lasagna with meat,2708754,"Lasagna with meat, frozen",Survey (FNDDS),124.0,6.63,4.42,14.39,lasagna with meat frozen
lasagna,lasagna with meat,2708752,"Lasagna with meat, from restaurant",Survey (FNDDS),185.0,10.83,10.69,11.36,lasagna with meat from restaurant
lasagna,lasagna with meat,2708753,"Lasagna with meat, home recipe",Survey (FNDDS),206.0,13.63,10.92,13.1,lasagna with meat home recipe
lasagna,lasagna with meat,169850,"Restaurant, Italian, lasagna with meat",SR Legacy,774.0,10.8,10.7,11.4,restaurant italian lasagna with meat
lasagna,lasagna with meat,173334,"Lasagna with meat & sauce, frozen entree",SR Legacy,518.0,6.63,4.42,14.4,lasagna with meat sauce frozen entree
lasagna,lasagna with meat,172114,"Lasagna with meat sauce, frozen, prepared",SR Legacy,135.0,7.28,4.92,15.4,lasagna with meat sauce frozen prepared
lasagna,lasagna with meat,172101,"Lasagna with meat & sauce, low-fat, frozen entree",SR Legacy,101.0,6.81,2.23,13.5,lasagna with meat sauce low fat frozen entree
lasagna,lasagna with meat,2708758,"Lasagna, meatless",Survey (FNDDS),130.0,6.54,5.33,13.84,lasagna meatless
lasagna,lasagna with meat,2708756,Lasagna with chicken or turkey,Survey (FNDDS),205.0,13.74,10.37,14.01,lasagna with chicken or turkey
lasagna,lasagna with meat,2708759,"Lasagna, meatless, with vegetables",Survey (FNDDS),188.0,11.2,9.38,14.52,lasagna meatless with vegetables
lasagna,lasagna with meat,173333,"Lasagna, cheese, frozen, prepared",SR Legacy,130.0,6.54,5.33,13.8,lasagna cheese frozen prepared
lasagna,lasagna with meat,168960,"Lasagna, cheese, frozen, unprepared",SR Legacy,605.0,5.06,4.22,21.6,lasagna cheese frozen unprepared
lasagna,layered pasta with cheese and tomato sauce,2708826,Pasta with tomato-based sauce and cheese,Survey (FNDDS),119.0,3.74,4.83,14.98,pasta with tomato based sauce and cheese
lasagna,layered pasta with cheese and tomato sauce,2708825,"Pasta with tomato-based sauce, cheese and meat",Survey (FNDDS),147.0,7.61,7.1,13.34,pasta with tomato based sauce cheese and meat
lasagna,layered pasta with cheese and tomato sauce,2708830,"Pasta with tomato-based sauce, restaurant",Survey (FNDDS),160.0,3.41,7.97,18.41,pasta with tomato based sauce restaurant
lasagna,layered pasta with cheese and tomato sauce,172100,"Pasta with tomato sauce, no meat, canned",SR Legacy,297.0,2.22,0.71,13.9,pasta with tomato sauce no meat canned
lasagna,layered pasta with cheese and tomato sauce,2708837,"Pasta with tomato-based sauce and meat, restaurant",Survey (FNDDS),178.0,5.43,9.25,17.74,pasta with tomato based sauce and meat restaurant
lasagna,layered pasta with cheese and tomato sauce,2708843,"Pasta with tomato-based sauce and poultry, restaurant",Survey (FNDDS),171.0,5.59,8.47,17.74,pasta with tomato based sauce and poultry restaurant
lasagna,layered pasta with cheese and tomato sauce,2708831,"Pasta with tomato-based sauce, home recipe",Survey (FNDDS),106.0,3.69,1.2,19.88,pasta with tomato based sauce home recipe
lasagna,layered pasta with cheese and tomato sauce,2708849,"Pasta with tomato-based sauce and seafood, restaurant",Survey (FNDDS),166.0,5.16,7.97,17.98,pasta with tomato based sauce and seafood restaurant
lasagna,layered pasta with cheese and tomato sauce,2708927,Pasta with tomato-based sauce and beans or lentils,Survey (FNDDS),125.0,5.23,2.28,20.94,pasta with tomato based sauce and beans or lentils
lasagna,layered pasta with cheese and tomato sauce,2708832,"Pasta with tomato-based sauce, ready-to-heat",Survey (FNDDS),120.0,3.61,2.98,19.44,pasta with tomato based sauce ready to heat
lasagna,layered pasta with cheese and tomato sauce,2710051,Eggplant with cheese and tomato sauce,Survey (FNDDS),90.0,6.16,4.84,6.34,eggplant with cheese and tomato sauce
lasagna,layered pasta with cheese and tomato sauce,2708833,"Pasta with tomato-based sauce, and added vegetables, restaurant",Survey (FNDDS),158.0,3.46,7.84,18.14,pasta with tomato based sauce and added vegetables restaurant
lasagna,layered pasta with cheese and tomato sauce,2708879,"Pasta, whole grain, with tomato-based sauce, restaurant",Survey (FNDDS),156.0,3.51,8.34,18.03,pasta whole grain with tomato based sauce restaurant
lasagna,layered pasta with cheese and tomato sauce,2708838,"Pasta with tomato-based sauce and meat, home recipe",Survey (FNDDS),125.0,5.86,2.58,19.15,pasta with tomato based sauce and meat home recipe
lasagna,layered pasta with cheese and tomato sauce,2708844,"Pasta with tomato-based sauce and poultry, home recipe",Survey (FNDDS),118.0,6.04,1.74,19.15,pasta with tomato based sauce and poultry home recipe
lobster_bisque,lobster bisque,2192146,LOBSTER BISQUE,Branded,148.0,4.19,11.4,6.83,lobster bisque
lobster_bisque,lobster bisque,1859121,LOBSTER BISQUE,Branded,147.0,2.86,12.2,6.53,lobster bisque
lobster_bisque,lobster bisque,404524,LOBSTER BISQUE,Branded,160.0,3.6,12.8,8.0,lobster bisque
lobster_bisque,lobster bisque,1906829,LOBSTER BISQUE,Branded,147.0,3.67,12.2,6.12,lobster bisque
lobster_bisque,lobster bisque,2123092,LOBSTER BISQUE,Branded,122.0,2.86,9.39,6.94,lobster bisque
lobster_bisque,lobster bisque,1857563,LOBSTER BISQUE,Branded,94.0,2.01,6.71,5.37,lobster bisque
lobster_bisque,lobster bisque,1893806,LOBSTER BISQUE,Branded,147.0,2.86,11.8,6.94,lobster bisque
lobster_bisque,lobster bisque,2076024,LOBSTER BISQUE,Branded,118.0,2.86,8.57,6.94,lobster bisque
lobster_bisque,lobster bisque,2007979,LOBSTER BISQUE,Branded,69.0,2.45,4.08,5.31,lobster bisque
lobster_bisque,lobster bisque,2096241,LOBSTER BISQUE,Branded,141.0,4.85,10.1,7.05,lobster bisque
lobster_bisque,lobster bisque,2654484,LOBSTER BISQUE,Branded,135.0,4.08,9.8,6.12,lobster bisque
lobster_bisque,lobster bisque,2103608,LOBSTER BISQUE,Branded,129.0,4.98,9.13,6.64,lobster bisque
lobster_bisque,lobster bisque,2193935,"LOBSTER BISQUE SOUP, LOBSTER BISQUE",Branded,106.0,1.98,7.93,5.29,lobster bisque soup lobster bisque
lobster_bisque,lobster bisque,2116197,"LOBSTER BISQUE SOUP, LOBSTER BISQUE",Branded,114.0,3.27,7.76,5.71,lobster bisque soup lobster bisque
lobster_bisque,lobster bisque,2116227,"LOBSTER BISQUE SOUP, LOBSTER BISQUE",Branded,114.0,3.27,7.76,5.71,lobster bisque soup lobster bisque
lobster_roll_sandwich,lobster roll sandwich,2706349,Lobster,Survey (FNDDS),97.0,20.91,0.95,0.0,lobster
lobster_roll_sandwich,lobster roll sandwich,2707141,Lobster gumbo,Survey (FNDDS),59.0,6.19,1.78,4.63,lobster gumbo
lobster_roll_sandwich,lobster roll sandwich,2706825,Lobster salad,Survey (FNDDS),187.0,10.29,15.4,1.22,lobster salad
lobster_roll_sandwich,lobster roll sandwich,2270118,"LOBSTER ROLLS, LOBSTER",Branded,271.0,7.29,7.29,43.8,lobster rolls lobster
lobster_roll_sandwich,lobster roll sandwich,2706455,Shrimp with lobster sauce,Survey (FNDDS),151.0,16.78,7.85,2.16,shrimp with lobster sauce
lobster_roll_sandwich,lobster roll sandwich,174208,"Crustaceans, lobster, northern, raw",SR Legacy,77.0,16.5,0.75,0.0,crustaceans lobster northern raw
lobster_roll_sandwich,lobster roll sandwich,2706563,"Lobster with bread stuffing, baked",Survey (FNDDS),177.0,14.98,8.26,9.83,lobster with bread stuffing baked
lobster_roll_sandwich,lobster roll sandwich,2538443,"LOBSTER ROLL KIT, LOBSTER",Branded,233.0,16.6,8.59,20.2,lobster roll kit lobster
lobster_roll_sandwich,lobster roll sandwich,2706869,"Lobster with sauce, Puerto Rican style",Survey (FNDDS),154.0,10.75,10.55,3.94,lobster with sauce puerto rican style
lobster_roll_sandwich,lobster roll sandwich,174209,"Crustaceans, lobster, northern, cooked, moist heat",SR Legacy,89.0,19.0,0.86,0.0,crustaceans lobster northern cooked moist heat
lobster_roll_sandwich,lobster roll sandwich,174211,"Crustaceans, spiny lobster, mixed species, raw",SR Legacy,112.0,20.6,1.51,2.43,crustaceans spiny lobster mixed species raw
lobster_roll_sandwich,lobster roll sandwich,2706447,"Fish with cream or white sauce, not tuna or lobster",Survey (FNDDS),116.0,17.05,3.64,2.75,fish with cream or white sauce not tuna or lobster
lobster_roll_sandwich,lobster roll sandwich,2707782,"Roll, multigrain",Survey (FNDDS),263.0,9.6,6.0,44.6,roll multigrain
lobster_roll_sandwich,lobster roll sandwich,2628946,LOBSTER EGG ROLL,Branded,174.0,6.7,4.37,28.1,lobster egg roll
lobster_roll_sandwich,lobster roll sandwich,1915006,LOBSTER SPRING ROLLS,Branded,190.0,6.0,12.0,18.0,lobster spring rolls
lobster_roll_sandwich,lobster roll,2706349,Lobster,Survey (FNDDS),97.0,20.91,0.95,0.0,lobster
lobster_roll_sandwich,lobster roll,2707141,Lobster gumbo,Survey (FNDDS),59.0,6.19,1.78,4.63,lobster gumbo
lobster_roll_sandwich,lobster roll,2706825,Lobster salad,Survey (FNDDS),187.0,10.29,15.4,1.22,lobster salad
lobster_roll_sandwich,lobster roll,2270118,"LOBSTER ROLLS, LOBSTER",Branded,271.0,7.29,7.29,43.8,lobster rolls lobster
lobster_roll_sandwich,lobster roll,2706455,Shrimp with lobster sauce,Survey (FNDDS),151.0,16.78,7.85,2.16,shrimp with lobster sauce
lobster_roll_sandwich,lobster roll,174208,"Crustaceans, lobster, northern, raw",SR Legacy,77.0,16.5,0.75,0.0,crustaceans lobster northern raw
lobster_roll_sandwich,lobster roll,2706563,"Lobster with bread stuffing, baked",Survey (FNDDS),177.0,14.98,8.26,9.83,lobster with bread stuffing baked
lobster_roll_sandwich,lobster roll,2538443,"LOBSTER ROLL KIT, LOBSTER",Branded,233.0,16.6,8.59,20.2,lobster roll kit lobster
lobster_roll_sandwich,lobster roll,2706869,"Lobster with sauce, Puerto Rican style",Survey (FNDDS),154.0,10.75,10.55,3.94,lobster with sauce puerto rican style
lobster_roll_sandwich,lobster roll,174209,"Crustaceans, lobster, northern, cooked, moist heat",SR Legacy,89.0,19.0,0.86,0.0,crustaceans lobster northern cooked moist heat
lobster_roll_sandwich,lobster roll,174211,"Crustaceans, spiny lobster, mixed species, raw",SR Legacy,112.0,20.6,1.51,2.43,crustaceans spiny lobster mixed species raw
lobster_roll_sandwich,lobster roll,2706447,"Fish with cream or white sauce, not tuna or lobster",Survey (FNDDS),116.0,17.05,3.64,2.75,fish with cream or white sauce not tuna or lobster
lobster_roll_sandwich,lobster roll,2707782,"Roll, multigrain",Survey (FNDDS),263.0,9.6,6.0,44.6,roll multigrain
lobster_roll_sandwich,lobster roll,2628946,LOBSTER EGG ROLL,Branded,174.0,6.7,4.37,28.1,lobster egg roll
lobster_roll_sandwich,lobster roll,1915006,LOBSTER SPRING ROLLS,Branded,190.0,6.0,12.0,18.0,lobster spring rolls
macaroni_and_cheese,macaroni and cheese,2435508,MACARONI AND CHEESE,Branded,110.0,3.53,2.35,18.0,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2607817,MACARONI AND CHEESE,Branded,101.0,5.73,2.2,14.1,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2618433,MACARONI AND CHEESE,Branded,102.0,3.4,3.4,14.3,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2114698,MACARONI AND CHEESE,Branded,199.0,8.64,12.3,15.0,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2068624,MACARONI AND CHEESE,Branded,171.0,6.25,10.0,14.6,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,482659,MACARONI AND CHEESE,Branded,239.0,5.31,10.6,28.3,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2020192,MACARONI AND CHEESE,Branded,239.0,5.31,10.6,28.3,macaroni and cheese
macaroni_and_cheese,macaroni and cheese,2708811,Macaroni or noodles with cheese,Survey (FNDDS),223.0,8.68,10.5,23.08,macaroni or noodles with cheese
macaroni_and_cheese,macaroni and cheese,2706481,Beef and macaroni with cheese sauce,Survey (FNDDS),137.0,9.12,5.42,12.26,beef and macaroni with cheese sauce
macaroni_and_cheese,macaroni and cheese,2708822,Macaroni or noodles with cheese and egg,Survey (FNDDS),185.0,5.91,9.52,19.0,macaroni or noodles with cheese and egg
macaroni_and_cheese,macaroni and cheese,2708818,Macaroni or noodles with cheese and meat,Survey (FNDDS),210.0,11.79,11.16,15.14,macaroni or noodles with cheese and meat
macaroni_and_cheese,macaroni and cheese,2708820,Macaroni or noodles with cheese and tomato,Survey (FNDDS),148.0,3.94,6.53,18.72,macaroni or noodles with cheese and tomato
macaroni_and_cheese,macaroni and cheese,2708817,Macaroni or noodles with cheese and tuna,Survey (FNDDS),164.0,7.59,6.79,18.23,macaroni or noodles with cheese and tuna
macaroni_and_cheese,macaroni and cheese,2708814,"Macaroni or noodles with cheese, canned",Survey (FNDDS),82.0,3.38,2.46,11.52,macaroni or noodles with cheese canned
macaroni_and_cheese,macaroni and cheese,2708928,"Macaroni or noodles, creamed, with cheese",Survey (FNDDS),158.0,4.72,5.49,22.03,macaroni or noodles creamed with cheese
macarons,macarons,577342,MACARONS,Branded,467.0,10.0,23.3,53.3,macarons
macarons,macarons,2497962,"STRAWBERRY MACARON CEREAL, STRAWBERRY MACARON",Branded,359.0,5.13,2.56,87.2,strawberry macaron cereal strawberry macaron
macarons,macarons,2497961,"STRAWBERRY MACARON CEREAL, STRAWBERRY MACARON",Branded,359.0,5.13,2.56,87.2,strawberry macaron cereal strawberry macaron
macarons,macarons,2177626,FRENCH MACARONS,Branded,,6.82,18.2,59.1,french macarons
macarons,macarons,560630,FRENCH MACARONS,Branded,444.0,8.33,22.2,55.6,french macarons
macarons,macarons,2178065,"FRENCH MACARONS BIRTHDAY CAKE, FRENCH MACARONS",Branded,368.0,5.26,23.7,47.4,french macarons birthday cake french macarons
macarons,macarons,2444466,"FRENCH MACARONS COOKIES & CREAM, FRENCH MACARONS",Branded,400.0,5.0,25.0,50.0,french macarons cookies cream french macarons
macarons,macarons,2659533,"FRENCH MACARONS FILLED MERINGUE COOKIES, FRENCH MACARONS",Branded,441.0,8.82,20.6,52.9,french macarons filled meringue cookies french macarons
macarons,macarons,2419413,"SNICKERDOODLE MACARON CHEESECAKE SANDWICH, SNICKERDOODLE MACARON CHEESECAKE",Branded,377.0,3.77,20.8,37.7,snickerdoodle macaron cheesecake sandwich snickerdoodle macaron cheesecake
macarons,macarons,2050898,"WEGMANS, ASSORTED MACARONS",Branded,393.0,7.14,12.5,42.9,wegmans assorted macarons
macarons,macarons,2103177,12 FRENCH MACARONS,Branded,385.0,7.69,15.4,50.0,french macarons
macarons,macarons,579703,AUTHENTIC FRENCH MACARONS,Branded,444.0,11.1,19.4,58.3,authentic french macarons
macarons,macarons,599675,AUTHENTIC FRENCH MACARONS,Branded,389.0,11.1,11.1,63.9,authentic french macarons
macarons,macarons,517447,AUTHENTIC FRENCH MACARONS,Branded,417.0,8.33,13.9,61.1,authentic french macarons
macarons,macarons,2538361,MACARONS - ASIAN FUSION,Branded,493.0,8.45,19.7,62.0,macarons asian fusion
miso_soup,miso soup,2147271,MISO SOUP,Branded,26.0,1.92,0.8,2.08,miso soup
miso_soup,miso soup,2029627,MISO SOUP,Branded,350.0,20.0,10.0,40.0,miso soup
miso_soup,miso soup,2029609,MISO SOUP,Branded,350.0,20.0,10.0,40.0,miso soup
miso_soup,miso soup,2707455,"Soup, miso or tofu",Survey (FNDDS),24.0,2.21,0.85,2.3,soup miso or tofu
miso_soup,miso soup,2707439,Miso,Survey (FNDDS),198.0,12.79,6.01,25.37,miso
miso_soup,miso soup,172442,Miso,SR Legacy,198.0,12.8,6.01,25.4,miso
miso_soup,miso soup,2707438,Miso sauce,Survey (FNDDS),429.0,3.43,41.0,13.99,miso sauce
miso_soup,miso soup,2501312,"MISO SOUP, MISO",Branded,19.0,0.97,0.49,2.43,miso soup miso
miso_soup,miso soup,2620760,"MISO SOUP, MISO",Branded,20.0,0.82,0.41,2.86,miso soup miso
miso_soup,miso soup,2061363,"GINGER MISO SOUP, GINGER MISO",Branded,29.0,1.63,0.61,4.49,ginger miso soup ginger miso
miso_soup,miso soup,2327634,"MISO DELICIOUS SOUP, MISO DELICIOUS",Branded,280.0,12.4,6.21,62.1,miso delicious soup miso delicious
miso_soup,miso soup,2131268,"ORGANIC MISO SOUP, WHITE MISO",Branded,312.0,12.5,6.25,50.0,organic miso soup white miso
miso_soup,miso soup,2554841,"WHITE MISO SOUP, WHITE MISO",Branded,354.0,17.7,8.85,53.1,white miso soup white miso
miso_soup,miso soup,2290519,AKA MISO SOUP,Branded,,,,,aka miso soup
miso_soup,miso soup,2428481,MISO INSTANT SOUP,Branded,368.0,52.6,10.5,21.0,miso instant soup
mussels,mussels,2706350,Mussels,Survey (FNDDS),109.0,15.06,2.84,4.67,mussels
mussels,mussels,2430436,MUSSELS,Branded,82.0,14.1,2.35,0.0,mussels
mussels,mussels,2437563,MUSSELS,Branded,155.0,23.9,4.42,7.08,mussels
mussels,mussels,1899606,MUSSELS,Branded,62.0,8.37,1.54,2.64,mussels
